x,y,c
-2565,387,2
-2734,557,2
-2743,567,2
-2796,476,2
-2658,351,2
-2824,288,2
-2585,262,2
-2739,150,2
-2735,569,2
-2635,224,2
-2842,485,2
-2940,444,2
-2653,323,2
-2756,441,2
-2795,380,2
-2560,141,2
-2653,388,2
-2958,145,2
-2513,299,2
-2626,125,2
-2674,530,2
-2618,260,2
-2685,592,2
-2903,156,2
-2929,486,2
-2964,324,2
-2745,217,2
-2543,318,2
-2841,560,2
-2543,575,2
-2923,171,2
-2567,597,2
-2780,590,2
-2960,304,2
-2660,303,2
-2841,528,2
-2600,490,2
-2718,487,2
-2550,217,2
-2813,439,2
-2542,101,2
-2540,300,2
-2663,350,2
-2736,183,2
-2624,442,2
-2809,459,2
-2898,310,2
-2510,152,2
-2817,204,2
-2657,166,2
-2779,361,2
-2764,488,2
-2549,205,2
-2886,383,2
-2876,486,2
-2762,425,2
-2657,160,2
-2990,368,2
-2926,289,2
-2928,577,2
-2675,407,2
-2743,219,2
-2971,332,2
-2857,114,2
-2920,509,2
-2958,484,2
-2889,416,2
-2818,340,2
-2935,525,2
-2905,222,2
-2698,155,2
-2722,241,2
-2883,440,2
-2837,573,2
-2926,590,2
-2924,205,2
-2934,438,2
-2644,443,2
-2852,421,2
-2710,192,2
-2602,286,2
-2985,256,2
-2683,454,2
-2505,539,2
-2890,134,2
-2792,490,2
-2535,592,2
-2987,435,2
-2930,261,2
-2904,434,2
-2857,208,2
-2584,574,2
-2618,256,2
-2790,425,2
-2657,490,2
-2674,450,2
-2649,152,2
-2663,366,2
-2536,220,2
-2703,167,2
-2981,371,2
-2979,482,2
-2517,538,2
-2791,540,2
-2734,497,2
-2618,254,2
-2937,486,2
-2948,275,2
-2956,534,2
-2938,301,2
-2932,322,2
-2830,410,2
-2963,180,2
-2764,300,2
-2644,438,2
-2609,165,2
-2955,493,2
-2978,255,2
-2647,323,2
-2897,459,2
-2925,289,2
-2848,592,2
-2667,376,2
-3000,555,2
-2786,363,2
-2900,394,2
-2911,407,2
-2819,343,2
-2782,230,2
-2515,282,2
-2534,134,2
-2532,418,2
-2878,123,2
-2513,271,2
-2530,449,2
-2876,258,2
-2739,354,2
-2583,218,2
-2599,231,2
-2925,402,2
-2961,574,2
-2511,141,2
-2715,190,2
-2504,590,2
-2992,175,2
-2684,129,2
-2805,329,2
-2971,531,2
-2622,233,2
-2984,298,2
-2903,507,2
-2779,117,2
-2557,588,2
-2558,209,2
-2615,432,2
-2770,238,2
-2957,286,2
-2692,194,2
-2989,114,2
-2941,598,2
-2528,433,2
-2647,108,2
-2664,280,2
-2635,439,2
-2999,291,2
-367,-102,9
-166,-106,9
-522,-296,9
-263,-156,9
-323,-233,9
-338,-219,9
-591,-335,9
-554,-567,9
-484,-296,9
-336,-257,9
-131,-541,9
-527,-496,9
-192,-430,9
-303,-293,9
-312,-512,9
-482,-365,9
-404,-386,9
-431,-209,9
-454,-126,9
-270,-109,9
-199,-403,9
-129,-588,9
-535,-416,9
-364,-414,9
-470,-547,9
-290,-390,9
-431,-348,9
-491,-336,9
-272,-548,9
-470,-150,9
-290,-554,9
-203,-319,9
-568,-257,9
-249,-327,9
-158,-295,9
-331,-249,9
-412,-528,9
-343,-534,9
-459,-308,9
-369,-336,9
-107,-504,9
-400,-459,9
-179,-156,9
-421,-479,9
-301,-544,9
-426,-531,9
-206,-476,9
-504,-258,9
-252,-298,9
-175,-502,9
-381,-448,9
-434,-381,9
-304,-129,9
-396,-502,9
-451,-355,9
-258,-410,9
-225,-547,9
-497,-524,9
-507,-340,9
-562,-265,9
-362,-404,9
-433,-284,9
-593,-250,9
-203,-328,9
-156,-553,9
-364,-270,9
-421,-382,9
-228,-236,9
-262,-596,9
-381,-119,9
-467,-316,9
-547,-349,9
-429,-192,9
-232,-553,9
-308,-436,9
-188,-598,9
-153,-180,9
-149,-262,9
-120,-313,9
-238,-313,9
-278,-410,9
-578,-285,9
-572,-407,9
-510,-309,9
-498,-293,9
-553,-319,9
-497,-134,9
-394,-572,9
-147,-371,9
-453,-424,9
-373,-529,9
-562,-205,9
-315,-514,9
-152,-549,9
-480,-520,9
-295,-589,9
-114,-467,9
-301,-320,9
-537,-244,9
-588,-549,9
-296,-595,9
-293,-419,9
-144,-586,9
-234,-249,9
-392,-339,9
-294,-477,9
-360,-594,9
-477,-419,9
-154,-594,9
-138,-429,9
-515,-396,9
-517,-556,9
-368,-562,9
-252,-258,9
-599,-476,9
-212,-266,9
-236,-274,9
-350,-265,9
-107,-270,9
-451,-218,9
-450,-348,9
-312,-310,9
-360,-472,9
-242,-378,9
-126,-377,9
-502,-509,9
-108,-459,9
-138,-488,9
-363,-575,9
-558,-564,9
-438,-326,9
-135,-161,9
-155,-557,9
-240,-248,9
-513,-551,9
-233,-242,9
-125,-583,9
-101,-185,9
-409,-444,9
-493,-295,9
-100,-240,9
-355,-514,9
-539,-171,9
-111,-136,9
-510,-257,9
-221,-277,9
-339,-479,9
-207,-207,9
-509,-510,9
-573,-511,9
-411,-422,9
-229,-138,9
-362,-230,9
-436,-421,9
-585,-191,9
-346,-501,9
-583,-555,9
-315,-125,9
-413,-542,9
-374,-135,9
-429,-511,9
-200,-184,9
-392,-384,9
-543,-525,9
-153,-368,9
-218,-531,9
-424,-197,9
-184,-259,9
-361,-461,9
-355,-393,9
-325,-267,9
-581,-133,9
-346,-211,9
-300,-123,9
-566,-149,9
-352,-359,9
-136,-391,9
-426,-151,9
-270,-498,9
-514,-506,9
-366,-566,9
-404,-369,9
-311,-564,9
-455,-237,9
-150,-477,9
-238,-408,9
-512,-425,9
-287,-299,9
-447,-250,9
-144,-356,9
-102,-204,9
-356,-153,9
-114,-252,9
-274,-186,9
-581,-515,9
-380,-473,9
-221,-265,9
-271,-274,9
-265,-522,9
-413,-173,9
-535,-455,9
-593,-319,9
-183,-210,9
-325,-446,9
-117,-536,9
-287,-453,9
-157,-216,9
-498,-178,9
-484,-222,9
-186,-517,9
-565,-537,9
-561,-324,9
-361,-294,9
-565,-368,9
-247,-392,9
-400,-530,9
-327,-159,9
-270,-481,9
-206,-413,9
-357,-117,9
-485,-449,9
-557,-451,9
-410,-210,9
-412,-385,9
-408,-324,9
-570,-422,9
-414,-170,9
-360,-491,9
-212,-169,9
-142,-452,9
-442,-500,9
-412,-219,9
-178,-394,9
-186,-501,9
-201,-461,9
-265,-378,9
-443,-231,9
-433,-521,9
-413,-224,9
-278,-102,9
-116,-450,9
-366,-213,9
-506,-170,9
-364,-453,9
-301,-380,9
-539,-351,9
-243,-167,9
-362,-125,9
-538,-551,9
-114,-520,9
-430,-194,9
-348,-295,9
-357,-296,9
-236,-379,9
-535,-296,9
-280,-218,9
-118,-132,9
-312,-389,9
-508,-255,9
-103,-361,9
-352,-234,9
-594,-528,9
-318,-244,9
-265,-530,9
-280,-238,9
-301,-208,9
-433,-436,9
-231,-229,9
-533,-272,9
-295,-513,9
-528,-192,9
-154,-334,9
-234,-181,9
-229,-562,9
-455,-586,9
-407,-339,9
-532,-226,9
-147,-575,9
-574,-375,9
-246,-126,9
-158,-287,9
-273,-127,9
-591,-397,9
-170,-102,9
-591,-137,9
-296,-516,9
-348,-240,9
-499,-557,9
-172,-345,9
-411,-401,9
-568,-385,9
-490,-480,9
-164,-360,9
-421,-415,9
-337,-235,9
-404,-476,9
-234,-546,9
-103,-318,9
-503,-392,9
-308,-372,9
-296,-117,9
-594,-330,9
-158,-462,9
-247,-381,9
-277,-280,9
-330,-479,9
-148,-356,9
-535,-478,9
-507,-500,9
-599,-403,9
-599,-245,9
-545,-468,9
-338,-314,9
-457,-505,9
-184,-366,9
-188,-595,9
-334,-333,9
-102,-101,9
-110,-555,9
-187,-425,9
-558,-414,9
-154,-238,9
-487,-321,9
-161,-395,9
-176,-179,9
-472,-483,9
-102,-189,9
-385,-342,9
-114,-168,9
-170,-557,9
-246,-554,9
-242,-319,9
-342,-213,9
-178,-427,9
-196,-481,9
-578,-592,9
-114,-184,9
-291,-184,9
-454,-597,9
-450,-191,9
-402,-226,9
-483,-325,9
-118,-342,9
-284,-546,9
-492,-183,9
-136,-490,9
-374,-223,9
-330,-378,9
-198,-327,9
-452,-471,9
-566,-496,9
-372,-264,9
-470,-252,9
-534,-307,9
-203,-433,9
-114,-459,9
-543,-141,9
-464,-175,9
-189,-461,9
-201,-572,9
-529,-208,9
-517,-120,9
-179,-193,9
-268,-458,9
-571,-180,9
-422,-257,9
-419,-521,9
-285,-461,9
-400,-316,9
-520,-599,9
-515,-429,9
-392,-362,9
-420,-241,9
-233,-299,9
-464,-396,9
-198,-244,9
-364,-530,9
-501,-161,9
-525,-316,9
-147,-467,9
-254,-133,9
-149,-260,9
-462,-561,9
-200,-211,9
-321,-469,9
-147,-572,9
-326,-373,9
-243,-397,9
-564,-113,9
-539,-401,9
-506,-106,9
-572,-292,9
-416,-463,9
-218,-445,9
-156,-299,9
-266,-229,9
-236,-174,9
-227,-132,9
-529,-500,9
-587,-148,9
-406,-270,9
-235,-539,9
-599,-264,9
-221,-357,9
-291,-164,9
-590,-519,9
-427,-413,9
-376,-428,9
-148,-530,9
-348,-346,9
-484,-104,9
-471,-408,9
-477,-213,9
-137,-464,9
-188,-465,9
-592,-386,9
-141,-389,9
-296,-179,9
-174,-545,9
-478,-101,9
-276,-313,9
-183,-519,9
-580,-571,9
-123,-164,9
-505,-200,9
-140,-214,9
-416,-541,9
-448,-370,9
-526,-355,9
-547,-526,9
-400,-423,9
-270,-421,9
-209,-249,9
-213,-275,9
-202,-296,9
-216,-141,9
-211,-404,9
-595,-140,9
-512,-428,9
-110,-220,9
-577,-436,9
-260,-108,9
-439,-556,9
-530,-387,9
-451,-446,9
-596,-253,9
-533,-289,9
-332,-556,9
-543,-449,9
-196,-281,9
-275,-204,9
-564,-415,9
-258,-500,9
-141,-320,9
-127,-359,9
-507,-195,9
-382,-478,9
-400,-321,9
-449,-413,9
-167,-573,9
-537,-325,9
-418,-191,9
-550,-203,9
-412,-193,9
-155,-202,9
-283,-379,9
-565,-379,9
-203,-139,9
-344,-408,9
-132,-329,9
-402,-460,9
-153,-456,9
-258,-187,9
-287,-498,9
-521,-123,9
-267,-511,9
-135,-414,9
-375,-424,9
-461,-260,9
-243,-147,9
-139,-326,9
-346,-266,9
-303,-217,9
-313,-348,9
-419,-441,9
-457,-317,9
-571,-460,9
-570,-355,9
-205,-451,9
-134,-584,9
-491,-203,9
-298,-364,9
-467,-571,9
-356,-573,9
-207,-423,9
-290,-395,9
-119,-400,9
-250,-140,9
-200,-398,9
-351,-465,9
-246,-248,9
-526,-133,9
-419,-108,9
-532,-298,9
-579,-228,9
-441,-541,9
-251,-248,9
-146,-293,9
-552,-477,9
-455,-273,9
-254,-433,9
-532,-257,9
-517,-103,9
-141,-539,9
-105,-152,9
-315,-266,9
-532,-132,9
-380,-280,9
-551,-229,9
-455,-117,9
-156,-444,9
-357,-362,9
-234,-195,9
-560,-238,9
-223,-503,9
-590,-287,9
-347,-202,9
-223,-526,9
-504,-260,9
-445,-325,9
-265,-471,9
-127,-497,9
-219,-208,9
-394,-140,9
-562,-432,9
-297,-448,9
-495,-587,9
-423,-334,9
-506,-279,9
-453,-572,9
-385,-425,9
-340,-549,9
-572,-515,9
-108,-250,9
-409,-479,9
-292,-444,9
-225,-578,9
-424,-455,9
-303,-544,9
-490,-207,9
-138,-394,9
-300,-356,9
-393,-586,9
-519,-390,9
-557,-126,9
-281,-485,9
-332,-468,9
-191,-477,9
-229,-175,9
-367,-407,9
-285,-450,9
-551,-507,9
-304,-486,9
-464,-442,9
-453,-290,9
-402,-277,9
-267,-281,9
-195,-380,9
-140,-591,9
-485,-436,9
-270,-380,9
-221,-320,9
-427,-228,9
-100,-514,9
-312,-154,9
-479,-266,9
-199,-331,9
-573,-489,9
-461,-328,9
-370,-196,9
-452,-452,9
-434,-392,9
-424,-550,9
-534,-380,9
-229,-202,9
-410,-271,9
-209,-479,9
-527,-378,9
-551,-130,9
-566,-135,9
-347,-527,9
-187,-563,9
-217,-527,9
-138,-494,9
-547,-473,9
-182,-379,9
-530,-495,9
-514,-507,9
-384,-217,9
-107,-471,9
-349,-133,9
-539,-231,9
-223,-305,9
-532,-461,9
-521,-435,9
-508,-292,9
-433,-440,9
-207,-202,9
-126,-311,9
-234,-357,9
-101,-279,9
-588,-508,9
-322,-476,9
-560,-393,9
-397,-250,9
-358,-384,9
-182,-316,9
-289,-537,9
-270,-257,9
-210,-432,9
-536,-496,9
-376,-419,9
-244,-248,9
-248,-330,9
-448,-137,9
-351,-521,9
-183,-293,9
-584,-265,9
-280,-556,9
-346,-490,9
-154,-549,9
-304,-399,9
-229,-480,9
-128,-211,9
-484,-467,9
-351,-277,9
-146,-392,9
-420,-220,9
-491,-194,9
-274,-150,9
-211,-239,9
-123,-507,9
-439,-436,9
-216,-262,9
-477,-543,9
-146,-537,9
-440,-114,9
-471,-582,9
-237,-260,9
-309,-148,9
-250,-366,9
-479,-355,9
-382,-174,9
-103,-444,9
-484,-101,9
-297,-180,9
-501,-210,9
-299,-449,9
-234,-112,9
-525,-553,9
-512,-515,9
-311,-194,9
-164,-361,9
-122,-524,9
-260,-459,9
-229,-363,9
-318,-489,9
-451,-362,9
-593,-303,9
-499,-564,9
-136,-405,9
-303,-463,9
-240,-115,9
-291,-256,9
-590,-440,9
-180,-419,9
-347,-493,9
-299,-582,9
-543,-492,9
-485,-371,9
-369,-560,9
-242,-231,9
-457,-537,9
-138,-132,9
-437,-136,9
-179,-122,9
-452,-583,9
-412,-180,9
-228,-116,9
-451,-307,9
-161,-446,9
-276,-113,9
-513,-593,9
-428,-527,9
-210,-522,9
-428,-303,9
-549,-146,9
-542,-349,9
-571,-246,9
-380,-293,9
-121,-195,9
-361,-471,9
-212,-541,9
-432,-127,9
-426,-368,9
-568,-538,9
-308,-589,9
-177,-198,9
-538,-298,9
-404,-516,9
-478,-556,9
-245,-571,9
-447,-414,9
-221,-429,9
-205,-282,9
-164,-101,9
-456,-259,9
-521,-144,9
-466,-110,9
-262,-355,9
-130,-498,9
-560,-165,9
-241,-553,9
-381,-483,9
-333,-253,9
-259,-125,9
-126,-535,9
-271,-549,9
-569,-528,9
-417,-559,9
-202,-483,9
-600,-579,9
-102,-509,9
-503,-276,9
-363,-281,9
-318,-533,9
-397,-460,9
-387,-489,9
-171,-170,9
-178,-180,9
-422,-571,9
-593,-355,9
-223,-187,9
-389,-185,9
-125,-412,9
-317,-388,9
-330,-154,9
-585,-152,9
-424,-416,9
-131,-254,9
-505,-293,9
-404,-175,9
-231,-449,9
-572,-548,9
-389,-373,9
-239,-310,9
-600,-377,9
-350,-255,9
-182,-486,9
-270,-402,9
-188,-406,9
-519,-307,9
-366,-252,9
-238,-238,9
-493,-243,9
-316,-398,9
-356,-273,9
-110,-198,9
-576,-494,9
-242,-509,9
-258,-397,9
-224,-363,9
-394,-109,9
-280,-283,9
-188,-198,9
-211,-186,9
-540,-181,9
-597,-255,9
-245,-369,9
-557,-351,9
-567,-494,9
-226,-561,9
-135,-247,9
-354,-293,9
-188,-185,9
-124,-516,9
-399,-356,9
-402,-368,9
-239,-111,9
-165,-201,9
-261,-515,9
-126,-461,9
-272,-544,9
-231,-276,9
-455,-256,9
-599,-484,9
-544,-108,9
-409,-570,9
-491,-263,9
-417,-335,9
-459,-336,9
-241,-342,9
-420,-164,9
-375,-318,9
-240,-549,9
-302,-192,9
-278,-341,9
-380,-486,9
-342,-229,9
-524,-343,9
-217,-492,9
-178,-565,9
-436,-137,9
-263,-188,9
-474,-253,9
-257,-246,9
-292,-462,9
-279,-396,9
-255,-580,9
-252,-588,9
-224,-133,9
-282,-402,9
-378,-535,9
-588,-526,9
-486,-164,9
-341,-497,9
-390,-288,9
-183,-307,9
-270,-452,9
-439,-216,9
-144,-378,9
-187,-573,9
-573,-313,9
-223,-259,9
-531,-113,9
-398,-569,9
-562,-146,9
-407,-451,9
-167,-501,9
-422,-394,9
-163,-533,9
-392,-322,9
-187,-232,9
-301,-509,9
-253,-561,9
-225,-539,9
-414,-483,9
-111,-421,9
-206,-244,9
-132,-466,9
-122,-570,9
-394,-293,9
-597,-468,9
-541,-101,9
-490,-502,9
-196,-302,9
-329,-107,9
-406,-174,9
-150,-190,9
-300,-296,9
-100,-287,9
-487,-122,9
-355,-451,9
-471,-446,9
-207,-259,9
-194,-491,9
-435,-135,9
-292,-539,9
-286,-419,9
-505,-260,9
-224,-595,9
-497,-103,9
-293,-388,9
-511,-592,9
-512,-450,9
-509,-441,9
-138,-290,9
-319,-444,9
-357,-253,9
-255,-449,9
-209,-366,9
-546,-203,9
-305,-460,9
-127,-413,9
-245,-465,9
-205,-462,9
-297,-199,9
-309,-419,9
-569,-514,9
-229,-181,9
-466,-493,9
-301,-446,9
-346,-451,9
-398,-596,9
-550,-258,9
-478,-446,9
-210,-586,9
-489,-354,9
-336,-283,9
-495,-240,9
-399,-196,9
-243,-192,9
-264,-141,9
-312,-168,9
-120,-509,9
-261,-243,9
-467,-107,9
-494,-292,9
-180,-570,9
-429,-339,9
-144,-356,9
-371,-391,9
-400,-307,9
-585,-198,9
-250,-144,9
-117,-198,9
-231,-306,9
-484,-528,9
-280,-551,9
-224,-270,9
-218,-203,9
-381,-531,9
-242,-260,9
-152,-283,9
-314,-197,9
-293,-219,9
-144,-269,9
-548,-166,9
-583,-109,9
-529,-417,9
-515,-313,9
-204,-418,9
-145,-585,9
-212,-504,9
-233,-428,9
-570,-298,9
-459,-387,9
-264,-425,9
-146,-250,9
-147,-439,9
-313,-171,9
-409,-289,9
-193,-409,9
-544,-402,9
-558,-468,9
-452,-245,9
-105,-152,9
-257,-470,9
-232,-542,9
-233,-573,9
-549,-238,9
-148,-352,9
-346,-445,9
-554,-560,9
-388,-291,9
-387,-519,9
-463,-596,9
-250,-198,9
-228,-276,9
-129,-375,9
-290,-244,9
-204,-238,9
-486,-519,9
-356,-465,9
-478,-128,9
-526,-401,9
-417,-446,9
-124,-314,9
-290,-140,9
-188,-320,9
-161,-163,9
-236,-361,9
-257,-430,9
-457,-273,9
-109,-133,9
-350,-541,9
-466,-554,9
-399,-206,9
-259,-141,9
-125,-529,9
-232,-589,9
-592,-100,9
-588,-584,9
-407,-272,9
-473,-271,9
-403,-308,9
-203,-475,9
-390,-269,9
-234,-225,9
-295,-529,9
-339,-145,9
-535,-153,9
-580,-382,9
-235,-585,9
-541,-331,9
-383,-263,9
-570,-511,9
-215,-200,9
-414,-595,9
-180,-160,9
-1147,-428,16
-967,-307,16
-763,-446,16
-779,-148,16
-833,-595,16
-1151,-364,16
-743,-223,16
-789,-135,16
-770,-437,16
-803,-513,16
-1040,-520,16
-1005,-284,16
-756,-106,16
-911,-354,16
-952,-187,16
-1020,-237,16
-778,-528,16
-1102,-341,16
-939,-390,16
-1057,-513,16
-987,-599,16
-862,-260,16
-897,-363,16
-883,-107,16
-796,-598,16
-830,-215,16
-1066,-322,16
-712,-399,16
-721,-284,16
-1175,-518,16
-871,-200,16
-908,-404,16
-1147,-176,16
-757,-523,16
-877,-536,16
-1168,-589,16
-770,-391,16
-773,-591,16
-1054,-409,16
-914,-260,16
-928,-385,16
-1139,-462,16
-964,-331,16
-823,-540,16
-1001,-474,16
-1101,-355,16
-1018,-379,16
-840,-468,16
-1021,-105,16
-789,-454,16
-905,-428,16
-880,-581,16
-1136,-436,16
-1120,-337,16
-860,-146,16
-761,-482,16
-815,-305,16
-1119,-470,16
-1104,-183,16
-1133,-214,16
-1146,-211,16
-822,-382,16
-1126,-333,16
-757,-519,16
-746,-311,16
-942,-245,16
-756,-335,16
-926,-518,16
-1149,-171,16
-1024,-597,16
-932,-135,16
-854,-300,16
-1032,-174,16
-1192,-394,16
-706,-332,16
-925,-520,16
-1114,-338,16
-746,-124,16
-703,-257,16
-993,-224,16
-1024,-415,16
-945,-351,16
-1044,-415,16
-705,-520,16
-996,-188,16
-1001,-150,16
-1039,-231,16
-1119,-343,16
-1019,-163,16
-803,-547,16
-995,-401,16
-862,-304,16
-1160,-360,16
-953,-191,16
-1016,-334,16
-1021,-239,16
-1118,-121,16
-893,-334,16
-745,-554,16
-917,-276,16
-1070,-222,16
-791,-507,16
-700,-421,16
-1101,-418,16
-837,-176,16
-863,-555,16
-728,-592,16
-792,-562,16
-952,-443,16
-786,-186,16
-913,-213,16
-940,-224,16
-714,-524,16
-762,-437,16
-1049,-541,16
-788,-440,16
-789,-275,16
-962,-575,16
-1008,-395,16
-721,-135,16
-720,-182,16
-822,-571,16
-1060,-548,16
-933,-168,16
-984,-145,16
-1094,-548,16
-858,-279,16
-811,-231,16
-972,-240,16
-1194,-199,16
-1063,-195,16
-771,-201,16
-994,-534,16
-849,-407,16
-960,-472,16
-977,-395,16
-1057,-196,16
-779,-543,16
-1004,-475,16
-766,-206,16
-1046,-595,16
-976,-135,16
-984,-160,16
-1171,-173,16
-1058,-283,16
-1019,-222,16
-797,-510,16
-803,-549,16
-1029,-204,16
-917,-100,16
-963,-580,16
-1142,-399,16
-1138,-102,16
-1026,-269,16
-963,-212,16
-1028,-256,16
-837,-454,16
-1181,-590,16
-884,-225,16
-763,-347,16
-937,-409,16
-705,-114,16
-1182,-155,16
-837,-374,16
-1123,-249,16
-809,-393,16
-1082,-291,16
-1075,-458,16
-1187,-592,16
-1000,-382,16
-886,-423,16
-1004,-326,16
-958,-213,16
-1138,-420,16
-1065,-339,16
-852,-239,16
-1075,-274,16
-845,-431,16
-953,-156,16
-780,-438,16
-907,-244,16
-1108,-373,16
-868,-420,16
-1109,-129,16
-1056,-100,16
-1165,-317,16
-1145,-371,16
-1167,-273,16
-1145,-452,16
-1103,-417,16
-1188,-242,16
-1177,-178,16
-877,-488,16
-726,-317,16
-826,-193,16
-1120,-464,16
-841,-390,16
-797,-431,16
-908,-531,16
-785,-109,16
-958,-384,16
-1184,-457,16
-819,-386,16
-1023,-310,16
-985,-228,16
-891,-245,16
-796,-529,16
-1009,-166,16
-1113,-242,16
-775,-294,16
-771,-240,16
-1103,-534,16
-933,-270,16
-1156,-398,16
-884,-593,16
-1170,-482,16
-1191,-165,16
-939,-410,16
-909,-458,16
-1054,-186,16
-1094,-195,16
-811,-141,16
-1157,-526,16
-729,-366,16
-1187,-572,16
-1038,-147,16
-760,-514,16
-975,-268,16
-740,-498,16
-1015,-371,16
-722,-398,16
-1003,-135,16
-1018,-503,16
-1163,-122,16
-709,-384,16
-742,-430,16
-872,-587,16
-811,-481,16
-1077,-279,16
-887,-351,16
-1068,-176,16
-1200,-108,16
-896,-338,16
-904,-476,16
-891,-149,16
-1140,-416,16
-1003,-336,16
-781,-296,16
-1116,-515,16
-935,-531,16
-845,-195,16
-891,-229,16
-956,-295,16
-1136,-338,16
-893,-375,16
-894,-209,16
-793,-174,16
-1053,-344,16
-1095,-433,16
-1089,-245,16
-1082,-417,16
-1179,-271,16
-789,-384,16
-928,-167,16
-1091,-590,16
-1050,-345,16
-753,-288,16
-1076,-103,16
-863,-241,16
-709,-446,16
-1090,-464,16
-852,-142,16
-878,-127,16
-906,-105,16
-1030,-552,16
-826,-389,16
-885,-294,16
-835,-371,16
-1179,-230,16
-883,-461,16
-825,-431,16
-908,-385,16
-1195,-468,16
-994,-325,16
-1152,-186,16
-760,-138,16
-1067,-149,16
-998,-523,16
-731,-586,16
-889,-284,16
-802,-243,16
-883,-234,16
-732,-192,16
-932,-198,16
-1009,-206,16
-1079,-256,16
-785,-375,16
-801,-551,16
-857,-440,16
-1156,-335,16
-934,-566,16
-710,-166,16
-1196,-220,16
-952,-183,16
-914,-162,16
-776,-334,16
-1011,-113,16
-751,-385,16
-927,-584,16
-971,-112,16
-962,-360,16
-862,-476,16
-1021,-243,16
-950,-160,16
-994,-192,16
-1184,-310,16
-1089,-259,16
-1126,-535,16
-1158,-219,16
-1154,-374,16
-925,-321,16
-1068,-509,16
-930,-313,16
-1115,-403,16
-943,-516,16
-797,-401,16
-1125,-478,16
-1021,-392,16
-1033,-300,16
-1054,-183,16
-1087,-402,16
-1179,-568,16
-766,-510,16
-1133,-457,16
-969,-436,16
-984,-463,16
-899,-399,16
-1125,-412,16
-973,-598,16
-1083,-295,16
-716,-549,16
-1019,-434,16
-1132,-315,16
-871,-470,16
-1128,-453,16
-1005,-424,16
-1169,-197,16
-926,-342,16
-1073,-538,16
-1144,-475,16
-982,-299,16
-1184,-511,16
-1001,-453,16
-726,-595,16
-882,-509,16
-976,-495,16
-711,-555,16
-1030,-459,16
-737,-367,16
-778,-225,16
-802,-475,16
-799,-382,16
-844,-520,16
-1030,-441,16
-1121,-597,16
-1189,-125,16
-733,-458,16
-978,-226,16
-1095,-595,16
-800,-344,16
-770,-246,16
-991,-558,16
-1055,-443,16
-1097,-276,16
-907,-331,16
-1067,-362,16
-1164,-164,16
-1167,-383,16
-1183,-373,16
-1127,-127,16
-888,-431,16
-1180,-534,16
-1082,-596,16
-751,-361,16
-825,-438,16
-976,-104,16
-783,-356,16
-911,-245,16
-878,-505,16
-830,-111,16
-971,-168,16
-969,-240,16
-707,-129,16
-973,-456,16
-848,-205,16
-757,-583,16
-995,-525,16
-1157,-574,16
-918,-588,16
-1138,-292,16
-716,-389,16
-1151,-446,16
-758,-215,16
-1097,-538,16
-1121,-223,16
-1147,-265,16
-1173,-256,16
-700,-116,16
-824,-421,16
-770,-228,16
-898,-442,16
-1004,-572,16
-756,-350,16
-1125,-243,16
-1021,-421,16
-777,-301,16
-909,-125,16
-785,-384,16
-991,-442,16
-915,-372,16
-984,-555,16
-790,-258,16
-934,-411,16
-983,-592,16
-898,-130,16
-908,-346,16
-750,-366,16
-781,-212,16
-999,-236,16
-926,-560,16
-993,-422,16
-774,-372,16
-1002,-357,16
-1184,-380,16
-993,-221,16
-928,-373,16
-1073,-198,16
-1142,-334,16
-914,-388,16
-1049,-498,16
-882,-512,16
-1163,-102,16
-931,-559,16
-759,-532,16
-1087,-429,16
-781,-141,16
-854,-350,16
-918,-501,16
-1183,-545,16
-1150,-527,16
-934,-393,16
-864,-151,16
-941,-423,16
-1028,-328,16
-745,-364,16
-767,-396,16
-1118,-213,16
-919,-553,16
-949,-260,16
-979,-119,16
-1156,-129,16
-971,-417,16
-1085,-298,16
-805,-370,16
-905,-270,16
-859,-255,16
-792,-217,16
-1015,-370,16
-808,-479,16
-870,-401,16
-983,-489,16
-704,-557,16
-911,-470,16
-909,-148,16
-801,-516,16
-803,-558,16
-720,-537,16
-725,-408,16
-739,-390,16
-914,-525,16
-834,-189,16
-814,-315,16
-1090,-340,16
-797,-217,16
-979,-404,16
-744,-183,16
-713,-327,16
-847,-381,16
-938,-198,16
-1190,-479,16
-1003,-501,16
-1193,-371,16
-781,-225,16
-802,-463,16
-932,-480,16
-1140,-277,16
-865,-254,16
-978,-180,16
-717,-356,16
-899,-126,16
-755,-505,16
-971,-350,16
-1127,-466,16
-1036,-100,16
-1006,-430,16
-1091,-254,16
-1024,-122,16
-828,-530,16
-721,-392,16
-993,-566,16
-903,-385,16
-892,-344,16
-1124,-160,16
-812,-536,16
-812,-340,16
-998,-419,16
-1139,-331,16
-1051,-400,16
-1008,-346,16
-1088,-157,16
-749,-261,16
-738,-250,16
-1147,-344,16
-739,-579,16
-1003,-500,16
-1011,-465,16
-873,-408,16
-1093,-288,16
-1110,-294,16
-759,-106,16
-933,-119,16
-733,-183,16
-925,-135,16
-1052,-371,16
-1159,-451,16
-804,-113,16
-1126,-331,16
-1021,-400,16
-978,-157,16
-746,-117,16
-962,-460,16
-751,-109,16
-1156,-159,16
-1099,-170,16
-973,-440,16
-768,-192,16
-972,-164,16
-961,-122,16
-1106,-303,16
-1031,-132,16
-913,-211,16
-903,-577,16
-1128,-597,16
-720,-138,16
-847,-508,16
-968,-520,16
-762,-239,16
