x,y,cluster
1.35357,6.03587,3
75.7673,49.4537,9
55.1671,38.6577,5
70.8886,25.0775,1
81.5289,16.4965,6
7.1923,79.2081,8
71.3852,96.0205,2
13.9716,93.5359,8
9.71778,54.3765,4
49.7064,79.98,0
32.0185,87.3337,0
3.84457,21.7986,3
69.8467,59.3765,9
4.93565,27.1881,3
40.4947,19.9724,7
8.5419,41.8483,4
26.0082,84.3092,8
91.302,81.1753,2
22.9669,62.1906,4
6.25275,4.49572,3
78.687,13.445,6
83.7038,50.0722,9
9.46556,97.6755,8
43.6082,19.1833,7
52.052,93.3146,0
99.1633,84.0705,2
80.6483,3.00791,6
5.86909,50.495,4
62.3844,10.8047,1
77.6831,2.8791,6
30.7771,86.225,0
44.7274,56.7853,5
70.5342,36.0294,9
37.9606,93.501,0
98.22,44.2134,9
97.9967,76.907,2
57.6584,81.7006,0
26.9792,67.124,4
79.376,70.5874,2
86.3073,31.428,6
63.902,85.4707,2
15.4985,44.5503,4
88.4786,21.3676,6
95.0453,50.863,9
32.1723,72.7284,0
53.7421,62.9494,5
58.9534,98.4694,0
19.7348,29.4875,3
34.4988,57.6954,5
22.9886,32.7187,7
1.90877,20.9853,3
9.62574,59.5672,4
2.68586,36.605,4
26.6912,82.0619,8
7.19242,12.9985,3
13.4899,71.0944,8
98.4692,28.9884,6
15.6447,86.9478,8
50.356,10.6901,1
37.8107,82.5283,0
83.4185,91.5528,2
45.4777,42.3718,5
90.0222,65.2124,9
71.8593,24.521,1
22.9078,94.8479,8
57.2397,24.8166,1
15.8332,66.8655,4
84.3838,18.5191,6
3.47047,11.075,3
0.580936,10.6629,3
24.0735,14.0708,3
81.7573,22.5427,6
43.0592,97.4021,0
9.49045,93.4152,8
8.09212,47.3012,4
75.9434,91.5106,2
38.8539,21.4211,7
33.8824,28.8761,7
86.6336,5.74173,6
53.3971,9.54139,1
0.58963,10.6368,3
34.358,16.4228,7
77.5023,18.7418,6
34.9419,80.9728,0
29.8168,35.5228,7
91.6357,53.8903,9
49.5936,73.393,0
76.433,92.6529,2
70.795,85.9234,2
86.068,78.8872,2
33.2246,62.0114,4
70.3977,72.0785,2
83.4325,4.28011,6
0.954632,70.0661,8
10.0218,54.3517,4
79.6075,10.6115,6
64.9886,13.9655,1
27.0343,42.4909,4
32.7073,61.9762,4
23.4637,62.524,4
97.499,15.0994,6
16.4143,47.0926,4
88.4924,92.8473,2
39.7455,59.2874,5
78.7708,25.8135,6
38.1746,11.9953,7
87.8249,8.57228,6
84.0739,71.2575,2
12.8524,85.0285,8
41.3236,22.8742,7
39.3802,20.9311,7
33.4857,4.36882,7
34.8965,60.52,5
46.8597,67.6038,0
22.4962,70.3234,8
30.1279,19.9952,7
85.4228,46.5422,9
67.0878,73.9152,2
39.3895,6.8333,7
33.2026,18.1603,7
32.6468,71.3771,0
30.1556,20.4717,7
79.9494,14.2295,6
91.7292,92.8018,2
99.258,33.0528,6
15.676,38.6382,4
53.9838,49.1617,5
43.007,88.8804,0
9.68173,89.8667,8
56.4842,32.1779,1
60.1902,86.612,0
52.1731,45.613,5
33.1542,19.2609,7
19.5281,72.5437,8
26.0942,52.7307,4
90.704,58.741,9
24.1078,20.8596,3
79.2127,4.05723,6
35.089,70.9419,0
96.859,34.347,6
3.99471,12.5351,3
72.9852,57.9785,9
61.6968,15.9922,1
46.8589,71.3785,0
5.85899,3.34312,3
3.55642,66.0492,4
89.9552,55.7295,9
11.6621,23.1094,3
74.9904,31.1903,6
95.6531,1.0846,6
83.921,86.3571,2
59.8256,8.02879,1
7.21666,39.0383,4
12.086,42.3057,4
9.98026,8.94505,3
76.6527,13.975,6
21.4801,49.6379,4
71.9535,83.1769,2
65.6302,18.8124,1
54.5554,71.4892,0
22.1556,58.1118,4
37.5383,12.1107,7
13.8413,49.2005,4
35.2201,88.8317,0
80.3907,30.8732,6
89.9163,64.3117,9
17.2303,49.7419,4
72.3405,24.4469,1
88.7803,84.4265,2
66.7526,98.7605,2
93.3715,43.4054,9
12.7355,14.8516,3
93.0433,84.689,2
98.0285,58.6735,9
3.50145,52.5839,4
30.1627,25.657,7
10.6958,67.701,4
37.7677,24.5371,7
16.9014,72.9878,8
13.3688,97.2922,8
3.86105,3.28517,3
61.6038,21.0913,1
53.0271,33.9443,5
45.5383,41.8074,5
18.3708,12.2909,3
40.5679,11.7423,7
55.6963,53.3034,5
26.594,48.7396,4
37.9924,24.6225,7
7.41306,41.4938,4
77.2064,37.5757,9
67.1508,87.9022,2
5.2767,4.91858,3
12.4393,22.1781,3
77.9064,25.8081,6
19.4703,81.7675,8
29.0933,81.0741,8
2.8588,82.1204,8
15.0184,48.3971,4
23.9278,33.3892,7
60.688,64.4957,5
45.1316,16.3843,7
17.799,71.7256,8
65.1239,55.7914,5
96.3481,72.5369,2
97.2852,73.5545,2
10.1126,64.4361,4
61.4567,15.3893,1
69.3547,73.896,2
37.5675,47.2611,5
99.7042,57.0378,9
29.0286,28.7975,7
38.1119,31.8873,7
10.9179,53.1303,4
80.2844,34.8456,9
86.5196,40.9724,9
99.3413,31.6512,6
57.3567,17.1403,1
3.37674,22.4806,3
72.9317,99.7248,2
95.0175,70.217,2
73.2793,5.13012,1
34.6531,34.736,7
20.5195,4.00775,3
8.63205,58.0869,4
51.2688,8.3362,1
15.1247,80.2974,8
37.1337,53.2366,5
12.1847,48.0515,4
6.36696,92.4692,8
82.8972,92.8866,2
33.4416,82.2384,0
24.5377,90.7983,8
99.3788,27.9145,6
13.2788,72.3105,8
27.6393,8.29631,7
42.5275,0.918594,7
13.4264,77.1805,8
35.6546,33.9459,7
81.1883,44.2867,9
92.0328,32.4571,6
52.6229,7.15754,1
12.7545,89.7565,8
60.3942,24.9393,1
37.8081,66.7611,0
17.4084,20.7052,3
59.6477,50.85,5
2.94367,84.1854,8
41.6483,2.32243,7
12.0999,54.9271,4
74.6329,39.7391,9
63.2234,17.1604,1
40.6577,76.6498,0
94.3409,76.3124,2
10.5957,75.5292,8
20.599,2.62853,3
7.98634,73.2219,8
9.78607,20.7409,3
62.9785,70.1802,0
45.6801,0.786532,7
36.9413,63.0885,5
21.4918,96.589,8
13.9385,24.4354,3
80.7744,55.5868,9
26.7579,92.8743,8
10.5138,1.39078,3
32.6134,73.7372,0
18.5512,73.2711,8
50.387,12.8921,1
49.5835,60.9827,5
88.4213,70.1825,2
63.6113,96.4077,2
43.4044,73.3973,0
17.1485,6.38289,3
43.5776,62.8286,5
7.16942,80.5189,8
25.9171,28.6612,7
77.1079,39.8556,9
53.0966,57.8823,5
95.4424,79.8545,2
50.7565,5.95624,1
81.2453,83.3699,2
79.6935,99.7964,2
56.641,30.0805,1
12.6885,6.22452,3
91.0632,1.10986,6
76.407,54.6745,9
97.5175,19.8115,6
28.0719,14.666,7
26.1943,71.6494,8
77.4946,33.3638,6
52.1683,3.41178,1
62.025,29.2762,1
43.2674,15.1216,7
87.1585,38.7098,9
94.976,37.915,9
44.6661,76.2213,0
21.2849,24.3595,3
76.0178,77.926,2
54.44,88.7063,0
84.1505,45.5033,9
89.8161,60.5575,9
0.177773,87.3337,8
80.369,28.2496,6
1.99969,6.5633,3
99.899,79.4943,2
39.9271,52.0673,5
82.9061,1.95202,6
81.3435,26.1735,6
17.0736,68.502,8
64.8834,12.0496,1
6.417,9.54943,3
88.2709,27.7019,6
33.909,64.2887,4
5.62787,88.349,8
52.995,89.7783,0
33.8522,42.8111,4
50.3358,34.03,5
30.1448,30.7048,7
62.2796,32.1445,1
37.2681,62.1787,5
11.6388,77.1952,8
14.246,94.5449,8
79.1472,95.5895,2
20.7185,96.2208,8
64.0915,85.6018,2
8.2704,70.5085,8
95.1513,96.5413,2
98.2104,29.0602,6
60.83,3.83831,1
17.4092,13.825,3
93.6166,51.2614,9
56.6362,43.9525,5
85.2914,86.781,2
74.6573,47.5711,9
18.9255,11.9254,3
9.74974,30.5643,3
89.1205,23.9957,6
25.1092,68.2677,4
19.5853,45.8277,4
64.4884,83.6768,2
31.4295,72.7588,0
54.1854,26.5807,1
69.3002,52.3958,9
55.641,30.1302,1
56.2341,73.0501,0
43.9553,49.8508,5
24.3116,0.591442,3
93.8032,9.60299,6
87.3724,68.4605,2
57.1741,6.29787,1
80.3859,66.9238,9
36.8621,69.5064,0
90.9195,61.9713,9
37.7741,10.5048,7
7.799,2.26251,3
94.1817,39.2285,9
75.0213,48.367,9
65.8092,44.3215,5
0.762811,21.4502,3
74.4518,56.9969,9
94.5003,18.407,6
6.84769,18.8119,3
18.9985,0.650927,3
28.4149,6.37089,7
69.1114,85.5889,2
12.6688,49.4973,4
52.5127,49.5309,5
19.0037,43.4323,4
11.5022,56.7777,4
53.9371,19.3012,1
59.0402,48.1188,5
58.5297,34.0616,1
96.4858,24.339,6
78.3831,97.2486,2
45.7892,52.8349,5
54.2455,40.2895,5
71.2419,61.0932,9
59.1014,90.2404,0
61.7441,87.5163,0
96.6113,30.8556,6
73.1052,9.28003,1
80.3529,25.6179,6
58.8109,99.3565,0
69.0502,70.3132,2
56.1343,22.9873,1
89.6144,15.1745,6
71.1061,48.1441,9
49.2361,67.5918,0
72.4831,27.6192,1
64.8404,18.2722,1
80.4541,19.0859,6
58.5617,51.696,5
80.1791,17.6631,6
41.9364,41.9232,5
5.17938,38.5477,4
72.7788,78.2846,2
47.8277,53.1316,5
3.90252,6.63865,3
52.4881,72.9527,0
76.9518,8.62241,6
95.94,66.5662,9
23.7969,67.0461,4
14.7103,73.033,8
34.6379,87.1933,0
0.65225,99.4784,8
5.46557,81.1064,8
18.5643,64.0273,4
32.8024,98.7434,0
81.6904,74.7388,2
40.6666,86.8698,0
13.2865,13.4454,3
65.1544,61.1142,5
66.577,69.0569,2
67.7529,19.0651,1
42.0096,44.7047,5
27.6875,37.9497,4
11.2709,51.4845,4
4.99577,25.9812,3
24.5175,39.6337,4
13.1745,25.1697,3
39.1121,18.6401,7
6.27609,57.6764,4
82.6674,39.0785,9
56.4197,64.3578,5
13.8173,97.0863,8
51.2276,27.1038,1
10.5317,16.3819,3
88.2181,77.1087,2
85.4388,55.9709,9
96.1738,27.4484,6
0.675638,23.8613,3
65.3981,11.9465,1
75.3458,70.3939,2
37.9277,99.8632,0
10.0276,51.1022,4
25.033,49.1397,4
69.7423,31.3091,1
6.81603,52.4096,4
70.3875,63.2358,9
16.7674,84.2048,8
60.3221,67.995,5
11.3087,70.8538,8
84.3769,99.5267,2
47.9624,69.8158,0
55.4977,44.1362,5
97.2642,56.1733,9
67.9975,62.6623,9
68.1198,43.3433,5
33.0562,6.04748,7
43.2065,43.0838,5
57.1497,68.2395,5
92.2235,26.8919,6
99.5485,99.0395,2
79.3016,69.9361,2
62.2753,96.069,0
54.1409,22.5974,1
64.064,65.4496,5
93.4511,48.4409,9
64.9763,41.4136,5
18.2567,20.4739,3
85.5498,15.521,6
76.6472,53.5473,9
78.1833,44.767,9
96.8905,11.2395,6
50.8145,40.0971,5
54.3233,7.96415,1
8.33653,46.5468,4
34.8561,7.88505,7
45.5863,14.1576,7
77.8211,7.86157,6
10.2266,31.962,3
30.4589,74.2906,0
97.4116,23.9101,6
22.7316,62.3878,4
65.3236,40.9883,5
82.8618,50.8734,9
56.5092,59.509,5
4.42068,34.6925,3
4.27599,1.31123,3
45.932,55.0905,5
41.4083,0.255308,7
63.0546,49.7448,5
46.8021,97.9107,0
57.6299,92.3884,0
12.0683,35.451,4
0.249936,22.295,3
67.413,30.7089,1
96.5856,64.8246,9
54.6189,19.3171,1
27.2124,19.9426,7
60.3054,10.0742,1
70.816,16.8147,1
69.5831,75.2367,2
51.5072,73.8591,0
76.5479,97.4392,2
28.9496,17.9562,7
97.6945,92.0042,2
67.701,44.4966,5
89.9149,25.3309,6
36.885,1.98326,7
60.7818,37.1349,5
24.2782,28.1948,7
67.8438,20.8638,1
93.0194,22.4627,6
40.1809,20.2318,7
42.4053,0.486354,7
30.3059,13.2213,7
17.301,99.8891,8
88.4579,68.8082,2
73.7482,65.0058,9
66.2474,2.69778,1
82.962,63.942,9
94.702,50.663,9
8.43855,84.6169,8
75.9939,45.3235,9
86.6002,36.7757,9
82.4584,10.8784,6
64.9705,50.3022,5
31.7422,57.9899,4
72.7649,71.9231,2
78.2216,15.1702,6
72.4095,8.52755,1
28.3915,89.7105,8
8.41661,16.8494,3
58.5187,82.1648,0
81.8553,24.7661,6
84.8626,64.8173,9
88.7081,79.5646,2
15.4803,97.1466,8
64.1815,91.4742,2
42.4702,50.7817,5
28.2499,24.9286,7
61.6601,93.2204,0
75.2308,93.4022,2
51.2102,47.9957,5
65.3253,29.4318,1
63.166,37.7348,5
37.9594,91.5575,0
27.4453,46.376,4
8.4069,85.964,8
28.5408,90.2622,8
10.7301,13.4034,3
55.0795,99.4382,0
92.9679,70.5598,2
96.5849,57.1494,9
62.034,39.055,5
7.93109,90.2839,8
63.9836,69.5912,5
83.5042,39.2144,9
62.9934,34.7145,1
87.2102,28.3187,6
64.1463,50.3761,5
66.0535,2.10572,1
41.9336,93.4988,0
48.4817,50.3405,5
79.4628,77.0225,2
40.6027,90.1929,0
90.4259,95.6822,2
89.6311,83.3938,2
66.242,86.216,2
40.5432,28.276,7
25.271,48.4743,4
18.5599,89.2546,8
18.0655,2.06411,3
28.469,81.0588,8
36.7786,15.6792,7
9.37758,0.924906,3
66.0553,75.4311,2
3.03063,7.98891,3
68.9299,51.5124,9
58.3294,48.3927,5
28.5349,98.932,8
38.5856,18.9608,7
94.6142,28.2167,6
2.35458,60.8562,4
14.4327,42.8978,4
89.1322,39.7037,9
91.3721,7.69202,6
28.9583,9.43756,7
9.75613,57.4273,4
90.4964,46.5347,9
73.1065,99.874,2
47.4596,39.1619,5
75.3051,50.4902,9
47.1508,44.235,5
2.00261,5.48016,3
92.6277,30.5375,6
4.4122,31.2133,3
49.4983,99.0264,0
59.43,51.8528,5
59.8826,73.8627,0
94.7506,49.0147,9
13.5664,86.1227,8
56.7067,42.5247,5
95.5603,66.4629,9
99.952,86.0567,2
12.9976,73.0586,8
85.9307,60.4572,9
12.2204,61.2358,4
10.9475,59.3712,4
5.47081,12.9501,3
64.8514,98.0985,2
43.4875,69.2636,0
29.3119,92.9858,8
68.29,88.7419,2
44.8386,28.1726,7
62.6046,39.5893,5
77.1873,76.171,2
25.712,33.894,7
18.6957,21.2723,3
0.35688,18.6477,3
7.32902,13.3545,3
91.7063,93.2597,2
73.8117,3.92673,1
54.4955,84.7591,0
63.298,59.9663,5
97.7092,28.1494,6
58.0649,41.1967,5
97.413,87.3767,2
34.1825,65.703,0
76.1186,79.0212,2
93.8755,38.7232,9
18.6105,71.0628,8
14.8942,44.3225,4
4.95681,33.5899,3
65.5948,5.31369,1
52.2376,72.9238,0
18.6682,43.9439,4
66.1835,92.4798,2
47.8706,20.6791,7
77.2389,11.1686,6
80.6454,74.9481,2
39.3179,38.7102,5
16.1448,36.7309,4
26.0869,50.3273,4
2.43386,2.20553,3
29.3485,96.3094,8
40.9287,47.959,5
67.3722,55.8229,5
92.2815,72.329,2
89.4128,57.8763,9
77.6427,41.6505,9
30.8001,96.3108,8
85.5944,96.9836,2
88.7907,33.465,6
17.6627,66.0296,4
44.6336,98.3081,0
40.9777,83.9515,0
37.0183,57.1225,5
20.6824,63.1052,4
7.44984,23.1163,3
65.3108,36.7984,5
19.4256,6.23951,3
84.7574,86.7978,2
62.0625,77.0388,0
59.1268,51.4753,5
34.9151,36.7695,7
93.1258,65.7152,9
33.0803,78.7201,0
62.6988,21.871,1
12.1851,80.3615,8
87.9006,56.8186,9
78.6696,28.8783,6
40.7701,15.6879,7
86.0008,61.4525,9
78.7932,93.4506,2
84.5688,44.1039,9
30.249,3.99445,7
50.3434,15.0063,1
90.7923,12.4059,6
92.0452,49.9191,9
63.8812,26.9603,1
86.6886,57.007,9
92.6755,19.769,6
35.7271,55.3743,5
41.64,47.9121,5
35.7358,29.5406,7
4.73076,14.4055,3
58.4188,45.5009,5
30.0934,44.4196,4
6.95342,8.88654,3
37.8702,91.5222,0
52.9905,68.1192,0
95.5167,3.33392,6
83.1255,86.3089,2
15.7398,75.1706,8
36.228,79.621,0
2.1309,22.9166,3
36.628,94.8064,0
42.6856,72.355,0
50.1807,84.3256,0
20.2672,85.9165,8
13.8661,24.9979,3
0.321949,72.2849,8
70.4988,30.4153,1
16.7045,77.4522,8
39.3019,54.5747,5
68.9745,92.2923,2
22.6939,64.4911,4
95.6263,5.81935,6
50.8001,11.3661,1
80.99,87.0281,2
90.9871,83.1209,2
9.94475,27.6151,3
77.9273,52.6304,9
99.9701,28.1079,6
36.9559,20.2372,7
14.0244,50.8221,4
45.2352,14.3464,7
23.107,15.734,3
44.7617,39.8115,5
93.1862,84.0635,2
94.3862,62.1607,9
76.3559,17.0801,6
26.6518,71.9821,8
22.8994,77.4518,8
83.3482,3.88941,6
64.4799,74.3353,2
87.0103,74.4247,2
1.95035,64.9376,4
27.0551,1.92043,3
93.0455,64.011,9
22.1577,7.06991,3
14.833,67.3928,4
21.4163,37.94,4
83.1268,66.178,9
77.7515,76.313,2
50.2415,72.1378,0
38.4736,26.5974,7
89.2178,65.1254,9
98.5795,12.1172,6
42.5772,81.9277,0
16.0067,7.05718,3
56.263,3.01697,1
81.4819,58.2134,9
67.9545,8.53694,1
60.1338,61,5
72.5479,82.2915,2
68.0699,87.381,2
49.6843,89.4862,0
25.321,32.811,7
55.6642,3.07256,1
9.12402,5.90571,3
75.2103,47.5976,9
32.5031,64.4281,4
12.723,31.0826,3
76.5454,55.3003,9
13.0104,92.552,8
62.3575,69.2734,5
95.569,43.8393,9
27.4868,63.5235,4
52.3763,87.6206,0
24.5236,24.9242,7
69.9121,92.5935,2
12.3052,19.5964,3
82.0797,37.6262,9
52.4074,37.7439,5
40.6988,61.5314,5
43.6496,15.9091,7
9.12907,76.1527,8
80.3372,21.8521,6
7.23538,56.8826,4
77.1524,20.2458,6
49.4346,39.5098,5
89.5192,45.0036,9
83.3492,17.006,6
8.52714,35.7255,4
4.62658,33.0507,3
60.6497,74.5387,0
25.6442,72.9549,8
94.135,7.72391,6
10.5811,46.5424,4
45.4678,51.2799,5
8.07387,89.1175,8
67.189,17.2029,1
65.2702,47.5262,5
39.055,72.5056,0
4.40879,16.2074,3
92.7513,53.8434,9
55.7173,82.2705,0
98.847,39.0664,9
99.2765,7.37415,6
74.7919,3.90306,1
40.4248,35.4416,7
78.4417,66.069,9
8.39648,72.5768,8
73.7929,18.9776,1
19.1192,19.2608,3
70.2575,27.1931,1
8.37822,37.4465,4
44.396,73.6484,0
84.9727,83.4511,2
46.154,89.3815,0
99.6585,38.9053,9
43.2249,55.3757,5
21.1758,42.0719,4
94.4422,20.4523,6
49.446,69.2341,0
24.3554,89.8709,8
4.67567,2.7971,3
55.9399,13.0722,1
75.3739,29.7329,6
32.0497,94.4931,0
48.9936,2.30724,1
21.6861,57.3719,4
39.7537,66.0821,0
31.0203,24.7264,7
49.5332,77.1743,0
14.1078,49.1917,4
16.0796,57.3327,4
4.56742,37.2554,4
99.4046,99.0096,2
57.7078,48.8506,5
68.2437,82.0631,2
38.7215,72.9193,0
84.8602,94.6615,2
85.9915,60.2341,9
24.3943,18.0412,3
54.7272,73.388,0
20.3485,76.4133,8
30.7598,60.1022,4
42.4954,61.7801,5
84.8286,92.0286,2
38.9544,98.9364,0
41.2203,55.034,5
56.2691,45.7877,5
92.2894,55.6737,9
44.7973,49.9972,5
4.52434,13.041,3
32.0603,43.2459,4
85.9603,16.9206,6
37.9073,71.9518,0
77.1547,62.3017,9
89.9931,31.8818,6
35.6896,10.3416,7
8.29512,66.4494,4
70.4437,50.7905,9
28.2295,55.2723,4
42.8192,67.1839,0
54.2087,84.0395,0
22.2179,10.4778,3
29.8272,14.5073,7
66.1515,74.6245,2
64.5045,70.6758,2
87.6655,96.5649,2
13.9217,73.6259,8
13.4855,51.829,4
45.5777,90.6401,0
14.1307,35.5708,4
22.522,49.8203,4
45.9123,30.8171,7
16.2697,16.3561,3
81.6076,44.4993,9
71.6284,24.4268,1
11.6832,25.8371,3
8.4663,33.9011,3
36.3149,38.2935,7
48.4084,2.46634,1
12.9181,12.913,3
73.1422,0.583582,1
9.47783,87.0639,8
74.2094,22.9633,6
38.8929,19.7871,7
13.6034,53.0236,4
55.3579,36.1254,5
2.84387,1.27023,3
66.9425,19.1136,1
17.6263,48.5501,4
63.6129,89.2547,2
72.9769,75.2961,2
15.0917,81.4432,8
9.19718,51.4066,4
19.7367,57.6056,4
53.8729,32.6548,1
70.5186,27.0151,1
33.2384,79.9964,0
14.0789,7.44783,3
2.95968,52.9718,4
27.235,16.5631,7
5.9954,82.5929,8
52.6885,8.83927,1
83.8631,19.6309,6
27.9529,1.48939,7
68.181,91.5658,2
90.744,41.158,9
66.8619,5.83575,1
22.6012,76.059,8
57.2423,42.3379,5
33.6646,11.1152,7
74.9927,4.18321,1
38.1303,8.23113,7
84.1796,52.2092,9
15.679,87.1393,8
5.18105,42.9139,4
3.70238,11.1765,3
25.5068,56.3908,4
20.0157,9.36989,3
76.0218,47.9686,9
10.8593,44.2028,4
39.5344,1.60331,7
85.3608,6.39625,6
7.43907,7.96201,3
82.4553,64.6814,9
50.3,16.1199,1
75.7966,25.2927,6
20.3031,13.9269,3
33.5238,4.48276,7
66.1361,49.2028,5
91.622,71.3172,2
92.1167,95.3244,2
82.4936,17.6235,6
51.7153,2.50934,1
26.9934,27.7371,7
50.478,37.8527,5
71.9399,90.0123,2
39.456,57.3007,5
96.4086,46.895,9
65.2627,78.8639,2
11.5764,15.5627,3
94.9838,87.373,2
40.8554,15.287,7
1.2999,74.3792,8
19.7697,67.436,4
23.582,11.3918,3
38.7532,15.6987,7
6.7162,21.2468,3
33.3222,58.4315,4
23.7561,60.3156,4
86.1685,74.2341,2
98.1683,58.1084,9
64.2464,37.6243,5
15.4091,60.655,4
84.5193,80.6718,2
39.5189,96.0957,0
96.2345,34.5027,6
83.4687,37.0899,9
49.7897,84.7686,0
11.4691,69.5594,8
52.2047,35.0511,5
80.9512,90.9578,2
50.7498,87.6674,0
12.2046,84.072,8
46.0989,35.9607,5
44.3876,32.2674,7
10.1948,42.5559,4
90.3758,74.4413,2
80.1802,5.78492,6
35.0963,64.6995,0
86.4568,74.6152,2
60.7952,82.6913,0
9.11795,44.2639,4
19.7811,58.9077,4
29.0326,31.2502,7
28.4671,81.2372,8
66.3013,9.4183,1
72.1951,17.0512,1
97.0857,84.3997,2
1.1232,43.1846,4
20.3604,45.5108,4
75.452,30.5552,6
88.0668,65.8278,9
4.99651,68.2469,8
71.6127,40.0928,9
32.9464,58.0695,4
14.708,93.7416,8
40.7607,23.826,7
38.0055,60.5418,5
82.7336,67.0381,9
91.7921,11.2007,6
48.2753,58.0934,5
20.619,20.4704,3
75.1446,17.7047,6
4.87004,76.2678,8
60.8893,25.2305,1
21.7786,36.3413,4
55.7857,9.84538,1
2.16905,60.7822,4
78.0923,73.7817,2
0.875017,11.0387,3
31.8512,15.583,7
4.78027,72.6119,8
39.409,42.7858,5
33.1538,22.1426,7
9.82384,24.9458,3
33.3433,58.0991,4
83.0393,53.9623,9
78.5695,58.1838,9
71.667,83.4395,2
34.4516,32.5563,7
8.67,56.2302,4
68.8976,64.4557,9
66.0756,71.0666,2
25.2379,44.1679,4
44.8484,26.1129,7
55.2066,76.6996,0
41.696,59.9869,5
49.3115,81.105,0
2.77267,82.4652,8
3.24754,12.5965,3
7.41108,36.5908,4
70.6956,90.4503,2
90.5531,49.2652,9
48.6342,62.2201,5
32.7047,83.0858,0
94.7764,41.3747,9
39.3161,63.674,5
5.83042,5.39169,3
34.7406,31.0683,7
49.5596,79.589,0
57.1813,4.76626,1
56.2886,98.8773,0
64.7532,5.60009,1
79.9822,67.5258,2
88.0653,83.2298,2
80.1223,95.4764,2
19.8206,50.818,4
85.9268,10.3737,6
0.0831298,34.561,3
72.5939,32.7878,1
17.6468,67.3703,4
74.1625,56.9628,9
31.0443,79.993,0
62.3545,65.785,5
11.0613,11.9142,3
45.374,68.2426,0
16.6804,1.66259,3
67.1198,81.4336,2
7.26268,47.1021,4
48.9594,95.328,0
30.3318,29.0817,7
90.8044,50.1524,9
79.8997,76.7312,2
60.5261,79.9828,0
11.2921,33.12,3
12.7706,28.9389,3
0.490266,86.9332,8
85.9017,31.5346,6
66.9261,48.2563,5
97.3196,77.9874,2
60.1704,42.6936,5
46.23,76.8508,0
44.3562,13.3499,7
58.2844,51.6188,5
60.4519,7.24379,1
46.9468,90.7837,0
36.3255,37.7513,7
40.9361,16.2252,7
14.4824,1.46223,3
96.208,25.7746,6
34.5822,8.97864,7
54.7135,35.0725,5
95.9118,40.6152,9
66.6071,62.838,5
88.8715,63.9266,9
40.8254,49.0419,5
6.62017,87.0554,8
25.8927,50.9763,4
0.40529,84.1771,8
2.59515,60.8572,4
91.4209,49.542,9
51.6409,27.7464,1
87.2932,92.5771,2
43.9716,1.77568,7
94.0393,40.1796,9
27.5503,28.6215,7
49.1582,82.2637,0
63.6939,45.0701,5
22.8789,30.301,3
7.90801,11.7504,3
94.2276,48.7334,9
60.7923,0.847789,1
35.7888,86.685,0
51.8241,36.1941,5
70.8622,54.4193,9
97.0513,62.2831,9
3.96126,48.6923,4
90.0295,91.2545,2
41.2693,34.0011,7
93.0302,35.3086,6
74.1807,20.5804,6
63.9301,23.339,1
2.84416,27.6241,3
68.409,25.7231,1
57.9251,76.317,0
37.4735,52.1527,5
25.0504,98.2658,8
53.0005,60.8392,5
84.9508,4.8246,6
97.0334,55.813,9
59.2439,94.0847,0
18.0961,63.2051,4
42.777,8.12562,7
54.4596,84.0463,0
42.1267,47.4898,5
19.3549,16.3075,3
68.0703,83.2851,2
39.6464,70.9144,0
10.9092,8.05543,3
96.6375,68.8342,9
84.3724,34.111,6
20.9869,9.42286,3
32.3768,73.9874,0
70.2621,17.3276,1
78.812,67.2955,2
73.1406,38.0559,9
61.3801,91.2367,0
1.261,4.15708,3
99.3623,55.7206,9
88.2034,41.4891,9
3.21045,7.55831,3
57.7965,71.2807,0
90.8434,97.443,2
42.1951,1.75253,7
5.49839,38.8327,4
70.5868,89.8708,2
72.9437,91.5737,2
99.2937,5.32044,6
65.5611,69.5558,2
22.6481,44.3731,4
36.8512,95.7887,0
82.429,98.2314,2
87.0254,83.69,2
2.38846,86.3877,8
39.4106,90.5918,0
27.8767,42.6211,4
98.1501,85.6733,2
13.9018,88.9935,8
83.1162,56.0969,9
90.7461,88.6146,2
94.9296,61.3328,9
78.4854,67.8733,2
52.9065,77.7791,0
73.1937,18.4676,1
47.3349,95.8417,0
62.8407,84.1862,0
91.6304,45.2697,9
82.4175,78.6558,2
28.9598,84.806,8
65.0434,68.3704,5
75.3978,92.9201,2
10.9915,73.548,8
78.5934,24.8933,6
62.5415,61.7096,5
80.9902,53.2876,9
50.3242,75.9198,0
14.6204,28.8096,3
43.7931,67.5269,0
6.58875,16.9868,3
85.9945,53.9237,9
12.8285,48.8353,4
38.1098,4.45895,7
94.105,20.5274,6
83.1147,23.0648,6
5.33339,48.1581,4
91.4352,80.7312,2
41.0783,2.42667,7
54.2792,19.6717,1
27.32,16.8207,7
81.3813,8.31022,6
70.1083,31.7055,1
84.2301,84.7287,2
60.5151,28.0232,1
52.2556,67.1039,5
45.01,38.2501,5
21.0275,57.8385,4
87.0854,59.1374,9
62.2975,81.1904,0
79.6648,45.4122,9
4.25523,84.9981,8
93.5703,95.6904,2
65.7294,34.6486,1
98.1171,20.0086,6
54.3202,25.4371,1
36.8293,35.7015,7
33.7473,6.93755,7
67.407,17.9773,1
91.6662,27.9221,6
46.0005,43.9218,5
95.0259,91.0105,2
82.1719,16.0534,6
48.849,69.2573,0
75.1908,11.1464,6
50.4477,54.8556,5
56.5586,54.703,5
